example_id,batch,split,text,annotator1_t1_label,annotator2_t1_label,annotator3_t1_label,annotator1_t2_label,annotator2_t2_label,annotator3_t2_label,label
232,part3,validation,"Ethnic cleansing? Apartheid?

Why dont we call it what it really is. Israeli response to terrorist violence. It sounds like if we want to fix this situation we need to forcefully remove Hamas and install a government not hell bent on continuing a conflict they have absolutely no hope of winning.

Yea Israel is not perfect. They have made mistakes. But they are doing exactly what any other western nation would do if they had a terrorist neighbor constantly attacking them. What do you thinn US would do id Mexico decided to fire rockets into Texas. You think there would be any less civilian casualties.","[1, 0, 0, 1, 0, 1, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]",4,5,4,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
233,part3,validation,To ignore the culture that exists not because of Israeli brutality but because of radical Islamic fundamentalism that dictates that we must destroy the Jews not just in Israel but around the world and next up by the way America too,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1,2,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
234,part3,validation,"its the opposite my guy, gaza was attacked by israel for centuries as israelis tried to steal gaza's land and wealth. and finally hamas aka gazas military finally defended themselves and attacked israel, israel is making that as if its a big problem and shocked that GAZA IS FIGHTING BACK. you dont know the whole story, please check history.","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 1, 0, 0, 0, 1, 0]",2,3,3,"[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]"
235,part3,validation,"There�s an expression which is the definition of madness is to do the same thing over and over again and expect different results.

Israel has spent nearly 80 years taking land in (perceived) retaliation to outside attacks, then handed them back as a means to bargain for peace

Look at 2005 in Gaza or the deals with Egypt etc

Jordan didn�t want the West Bank back, so Israel kept it.

The question is, if for 80 years they�ve had a strategy of (at least pretending) to try and find a two state solution, and every time it�s led to more attacks and more death, why would they continue it now when it clearly isn�t working?","[0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]",5,5,4,"[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]"
236,part3,validation,"Zionist movement arrived as a settler colonial projects and it is 
described as that you can read the books of javinsky you can read Zionist literature from the early 20th century 
it states that it was a colonial project","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 1, 0, 0, 0]",1,1,1,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
237,part3,validation,"They both have equal claim to the entire land.
Both sides have made up their mind and
unfortunately no peace will come until Israel or
Palestine wins this final conflict.","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]",1,1,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
238,part3,validation,"No I have not changed my mind. I've known all along that it is Hamas that is the problem. Think about this for one minute. Israel does not want to harm or kill innocent Palestinian civilians. If they did, the ""occupation"" would have been complete and final. To the degree that Palestinians embrace terrorism and support Hamas, they will continue to invite war.","[1, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]",2,4,4,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
239,part3,validation,It's not just somebody committing a violent act against you but threatening to do so over and over again ... a threat of violence is just as Justified to defend yourself as actual violence in real time,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1]",1,1,1,"[0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
240,part3,validation,"And it�s also important to note there�s a difference between insurgency/guerrilla warfare and terrorism.

There was an active, guerrilla, Jewish resistance to the Nazis and their allies and collaborators during WWII, but civilians were never their targets. They went for infrastructure like roads, bridges, and rail lines, as well as dedicated military facilities, convoys, and checkpoints. Any loss of innocent life was unintentional collateral damage, not the objective.

The same cannot be said for Hamas/Hezbollah/Al-Aqsa Brigade/etc. If they limited their attacks to infrastructure and military targets, there would be limited grounds for criticism (those grounds being collateral damage). There is no defense for targeted attacks on civilians and indiscriminate rocket strikes.

Yes, I�m aware Israel does a lot of that shit too, plus a bunch of other fucked up shit, however they�re just as wrong in doing so.","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 0, 0, 1, 1, 1, 0, 0]",4,4,2,"[0, 0, 1, 0, 0, 1, 1, 1, 0, 0]"
241,part3,validation,"The third issue I'd like to address is the idea of apartheid. The Palestinians see themselves as a separate state. The Israelis concur. Is it apartheid to draw borders and then protect those borders from a hostile people? Here is an example I like to use. If the Mexican people decided to start lobbing missiles across the border into American towns, and they continued to do this daily, for years on end, how would America react? We were attacked by terrorists once in 2001, and we started two wars and devastated two countries. I personally think Israel has shown inhuman restraint in how they have handled an ongoing and direct threat to their people. This is all juxtaposed next to the fact that there is a still a sizable Arab, Muslim population in Israel, who want nothing to do with Palestine and love the lives they lead in Israel.","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]",4,3,5,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
242,part3,validation,"That's not what ""apartheid"" means. Arab Israelis have all the same rights as Jewish Israelis. Palestinians who are not citizens of Israel do not have the same rights as Israeli citizens. That is not apartheid in any sense of the word.","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,2,2,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
243,part3,validation,"The first thing I would like to address is the term Palestinian. In essence, this is a fabricated term. ""Palestinians"" as a people are Arab, and, demographically, are closely related to Arabs from all the countries surrounding Israel, most especially the people of Jordan. Jordan as a country was not founded until 1946, only two years before Israel. And, in fact, was part of the Palestine mandate under British control following WWI. Under Turkish rule, there was no such thing as Jordan. The Jordanians were in Palestine, and thus were Palestinian. This area was an Arab state, run by the Ottoman Empire. It gained freedom following WWI as part of the Great Arab Revolt, not as a Palestinian state, which is important to note. This, as you can see, calls into question the entire basis of Palestinians being a separate people. Not to mention the fact that, in 1878, Ottoman figures put the number of Palestinians at 400,000. This figure did not significantly change until a rise in the Jewish population (who improved and worked land that hadn't been touched for centuries), made living conditions much better, and thus led to a commensurate rise in the Arab population, mostly due to immigration from nearby countries. This means that most ""Palestinians"" would not have even been in the country if it hadn't been for improvements brought by the Zionist Jews.","[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",4,1,1,"[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
244,part3,validation,"Palestinians are the ones who welcomed Jews into their country with open arms, and with the kindness of their hearts, after the nzi�s brutal attack against them. But what do you think these Jews did after?? Huh??? The British soldiers came into Palestine and planned with the Jews to attack and raid the Palestinians who barely had any weapons of their own. To take over their country now calling it israel! These attacks continued for over 70 YEARS! And when Palestinians fight back for their freedom and humanity, people dare to call them the bad guys.","[0, 1, 1, 0, 0, 0, 0, 0, 1, 0]","[0, 1, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 1, 0, 0, 0, 1, 0, 0, 0]",3,3,4,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 0]"
245,part3,validation,"False. They are forced to live in terrible conditions because Egypt and Jordan herded them into refugee camps in 1948, and the Palestinian Authority and Hamas are corrupt to the core and see it in their best interest to keep the Palestinians poor and passive to rake in billions of dollars of foreign aid which they then keep for themselves instead of using to help their people. See: Arafat's widow's Swiss bank account.

","[0, 0, 0, 0, 0, 1, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 1, 1, 0, 0]","[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]",4,5,5,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0]"
246,part3,validation,If somebody broke into my house and points a gun at me and I shoot and kill that person ... that would be legit self-defense,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]","[1, 0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]",1,4,1,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
247,part3,validation,"Hamas Constitution they say that Jihad is the path and dying for God is their greatest wish in the Israeli Declaration of Independence 
it says we extend our hand to all neighboring states and their peoples in an offer of peace and good neighborliness","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 1, 0, 0, 1, 0]",4,4,4,"[1, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
248,exploration,test,"Antizionism in 1948 wan't necessarily antisemitic, because it only meant Israel should not be formed, and there were some valid arguments for that. Antizionism today is antisemitic because it necessarily entails removing the existing recognized, sovereign state of Israel, created to be a safe haven and homeland for Jews after centuries of persecution and pogroms. The world moves on, and what used to be valid positions aren't necessarily so forever.","[1, 0, 0, 0, 0, 0, 0, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",4,5,4,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
249,exploration,test,"I think we should pay attention to what the side accused of genocide is saying:

Speaking on Tuesday morning, IDF spokesperson R Adm Daniel Hagari made the startling admission that “hundreds of tons of bombs” had already been dropped on the tiny strip, adding that “the emphasis is on damage and not on accuracy”.

Israeli President Isaac Herzog said “it is an entire nation out there that is responsible … We will fight until we break their backbone.

""I literally don't care about Gaza. They can go swimming in the sea” -Maya Golan, Israeli Minister of Women's Affairs

Defense Minister Yoav Gallant says he has ordered a “complete siege” of the Gaza Strip, as Israel fights the Hamas terror group.

“I have ordered a complete siege on the Gaza Strip. There will be no electricity, no food, no fuel, everything is closed,” Gallant says following an assessment at the IDF Southern Command in Beersheba.

“We are fighting human animals, and we are acting accordingly,” he adds.

Whether or not they're committing genocide, their words and actions aren't helping their already blood-stained colonizer image.

And the arguments that justify this by saying Hamas being terrorists, are using them as human shields is sickening, isn't Israel supposed to have the moral high ground? or are they just another terrorist?","[0, 0, 1, 0, 0, 0, 1, 0, 1, 0]","[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0]",0,5,4,"[0, 0, 1, 0, 0, 0, 1, 1, 1, 0]"
250,exploration,test,"Israel and Palestine are both garbage for different
reasons. That said, Palestinians have themselves
to blame from '48 until now.","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]",1,1,1,"[0, 0, 1, 1, 0, 0, 0, 0, 0, 0]"
251,exploration,test,If you imagine ... someone goes and takes a bunch of hostages in a school ... they go all right boys blow up the school ... they killed the guy who took all the hostages and they killed a whole bunch of kids with them ... then they turn around to you and go hey why are you so outraged with your local police department ... that was on the guy who took the hostages and he was using human shields ... you could see where maybe I wouldn't accept that answer.,"[0, 1, 1, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 1, 0, 0, 0, 1, 0, 1]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]",4,2,5,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
252,exploration,test,"in 1947, the UN proposed a division of the land
into a Jewish state and an Arab state.
The Jews said ""yes"", and the Arabs said ""no"",
and then started a war in a bid to eliminate the Jews.
The morning after the Partition Plan, Palestinians attacked a bus
and murdered five Jews.
This is how the war was started.
They were offered a state, they said no,","[1, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 1, 0, 0, 1, 1, 1, 0]","[1, 0, 0, 0, 0, 0, 1, 1, 0, 0]",3,4,4,"[1, 0, 0, 1, 0, 0, 1, 1, 0, 0]"
253,exploration,test,"Bullshit post. Israel is blatantly killing innocent
people. It's all proven hence the hate.","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 0, 1, 0]",3,3,1,"[0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
254,exploration,test,"Israel shuts down local Al Jazeera offices in ‘dark day for the media’ , Israel is not a Democracy, it’s committing a genocide, and I cannot think of a single reason why America should spend more money on it than any other country in the world — all so that it can continue to operate as a bigoted, violent ethnostate.","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]","[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]",3,2,4,"[0, 0, 1, 0, 0, 0, 0, 1, 0, 0]"
255,exploration,test,"I find it absurd that people like my great grandmother,_x000D_
who came to Israel from Eastern Europe in the 1920s_x000D_
after dreaming about the Jewish homeland for generations,_x000D_
are seen as white colonialists, while Egyptians who came to work_x000D_
for the British in 1945 are seen as native Palestinians","[1, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]",2,4,4,"[1, 0, 0, 0, 0, 0, 0, 1, 0, 0]"
